"id","questions","answers","comments","reviews","class","class2"
"19,553",4,0,8,17,ordinary,ordinary
"12,232",1,0,2,0,ordinary,ordinary
"22,916",1,0,0,1,ordinary,ordinary
"8,359",1,0,4,8,ordinary,ordinary
"21,263",1,0,0,0,ordinary,ordinary
"13,556",1,0,1,0,ordinary,ordinary
"20,750",1,0,7,3,ordinary,ordinary
"8,504",0,3,1,0,ordinary,ordinary
"21,964",0,3,4,0,ordinary,ordinary
"14,211",1,0,6,4,ordinary,ordinary
"21,886",1,0,8,1,ordinary,ordinary
"14,239",1,0,0,4,ordinary,ordinary
"22,882",1,0,2,0,ordinary,ordinary
"14,326",1,0,3,0,ordinary,ordinary
"26,929",1,0,2,0,ordinary,ordinary
"14,376",1,0,0,0,ordinary,ordinary
"26,655",1,0,1,0,ordinary,ordinary
"7,667",1,0,1,1,ordinary,ordinary
"25,587",1,0,4,1,ordinary,ordinary
"8,673",1,0,2,0,ordinary,ordinary
"28,214",1,0,0,0,ordinary,ordinary
"6,954",0,0,0,1,ordinary,ordinary
"20,864",0,1,4,3,ordinary,ordinary
"7,727",1,0,2,1,ordinary,ordinary
"21,240",0,0,0,1,ordinary,ordinary
"14,937",0,2,0,1,ordinary,ordinary
"24,000",1,0,2,1,ordinary,ordinary
"25,985",0,0,0,1,ordinary,ordinary
"15,182",0,0,0,1,ordinary,ordinary
"23,780",0,0,0,2,ordinary,ordinary
"15,217",0,0,0,1,ordinary,ordinary
"22,593",0,0,0,1,ordinary,ordinary
"10,981",0,0,0,1,ordinary,ordinary
"24,831",1,0,1,2,ordinary,ordinary
"15,315",3,1,4,1,ordinary,ordinary
"21,787",0,0,0,1,ordinary,ordinary
"16,185",0,0,4,1,ordinary,ordinary
"28,217",1,0,3,0,ordinary,ordinary
"15,371",0,0,0,1,ordinary,ordinary
"25,572",0,0,0,1,ordinary,ordinary
"15,394",1,0,0,0,ordinary,ordinary
"25,463",1,0,2,0,ordinary,ordinary
"16,753",1,1,2,1,ordinary,ordinary
"21,974",1,0,0,0,ordinary,ordinary
"16,763",1,0,0,1,ordinary,ordinary
"20,453",1,0,5,0,ordinary,ordinary
"16,803",0,0,4,1,ordinary,ordinary
"20,328",1,0,2,2,ordinary,ordinary
"11,076",1,0,2,2,ordinary,ordinary
"20,313",0,0,3,1,ordinary,ordinary
"16,754",0,0,1,1,ordinary,ordinary
"24,858",1,0,2,2,ordinary,ordinary
"17,481",0,0,0,1,ordinary,ordinary
"22,333",0,0,0,1,ordinary,ordinary
"15,550",0,0,0,1,ordinary,ordinary
"23,019",1,0,0,0,ordinary,ordinary
"17,666",1,0,0,0,ordinary,ordinary
"20,995",1,0,1,1,ordinary,ordinary
"16,120",0,0,0,1,ordinary,ordinary
"21,051",0,0,0,1,ordinary,ordinary
"8,924",0,0,0,1,ordinary,ordinary
"21,126",0,0,1,3,ordinary,ordinary
"18,073",0,0,0,1,ordinary,ordinary
"21,264",0,0,0,1,ordinary,ordinary
"16,635",1,0,3,0,ordinary,ordinary
"25,351",1,0,0,0,ordinary,ordinary
"15,641",0,0,1,2,ordinary,ordinary
"20,052",0,0,0,1,ordinary,ordinary
"17,776",0,0,0,1,ordinary,ordinary
"19,931",0,0,4,1,ordinary,ordinary
"8,935",1,0,7,0,ordinary,ordinary
"22,126",0,0,0,1,ordinary,ordinary
"15,643",0,0,1,1,ordinary,ordinary
"22,561",1,0,1,0,ordinary,ordinary
"15,654",0,0,0,1,ordinary,ordinary
"22,670",0,0,0,1,ordinary,ordinary
"18,215",0,0,0,1,ordinary,ordinary
"26,375",0,0,0,1,ordinary,ordinary
"15,700",0,0,0,3,ordinary,ordinary
"19,242",0,0,0,1,ordinary,ordinary
"15,714",0,0,11,1,ordinary,ordinary
"24,976",1,0,4,0,ordinary,ordinary
"15,733",0,0,0,1,ordinary,ordinary
"19,320",2,0,1,0,ordinary,ordinary
"15,780",0,0,1,2,ordinary,ordinary
"23,655",1,0,0,0,ordinary,ordinary
"15,820",0,0,0,1,ordinary,ordinary
"25,804",1,0,1,0,ordinary,ordinary
"11,264",5,0,16,15,ordinary,ordinary
"18,620",0,0,8,1,ordinary,ordinary
"7,853",0,0,1,1,ordinary,ordinary
"22,544",0,0,1,1,ordinary,ordinary
"11,540",1,0,1,0,ordinary,ordinary
"25,420",1,1,5,0,ordinary,ordinary
"11,730",1,0,1,0,ordinary,ordinary
"28,769",2,0,5,1,ordinary,ordinary
"7,966",1,0,0,1,ordinary,ordinary
"20,445",2,0,1,0,ordinary,ordinary
"7,972",0,0,1,1,ordinary,ordinary
"9,253",1,0,5,0,ordinary,ordinary
"11,887",0,0,0,1,ordinary,ordinary
"11,893",0,0,3,1,ordinary,ordinary
"9,331",0,0,0,1,ordinary,ordinary
"11,964",1,0,0,5,ordinary,ordinary
"12,057",0,0,2,1,ordinary,ordinary
"9,390",0,0,14,1,ordinary,ordinary
"16,923",2,0,2,0,ordinary,ordinary
"12,306",0,0,1,1,ordinary,ordinary
"12,335",0,0,1,1,ordinary,ordinary
"8,110",0,0,2,1,ordinary,ordinary
"12,396",0,0,0,1,ordinary,ordinary
"9,550",0,0,1,1,ordinary,ordinary
"12,588",0,0,2,1,ordinary,ordinary
"12,690",0,0,0,2,ordinary,ordinary
"12,698",0,0,8,0,ordinary,ordinary
"12,886",0,0,0,1,ordinary,ordinary
"13,001",1,0,0,0,ordinary,ordinary
"13,045",0,0,1,1,ordinary,ordinary
"13,093",1,0,0,0,ordinary,ordinary
"13,094",0,0,0,2,ordinary,ordinary
"7,499",0,0,0,1,ordinary,ordinary
"16,207",0,0,1,1,ordinary,ordinary
"13,246",1,0,1,1,ordinary,ordinary
"9,977",0,0,0,1,ordinary,ordinary
"13,272",0,0,0,1,ordinary,ordinary
"9,991",0,0,0,2,ordinary,ordinary
"9,998",1,0,1,0,ordinary,ordinary
"13,338",1,1,6,2,ordinary,ordinary
"7,532",0,0,3,1,ordinary,ordinary
"13,392",0,1,2,2,ordinary,ordinary
"13,482",0,0,1,1,ordinary,ordinary
"17,757",0,0,3,1,ordinary,ordinary
"10,161",0,0,0,1,ordinary,ordinary
"17,755",0,0,0,1,ordinary,ordinary
"10,188",9,9,10,0,ordinary,ordinary
"17,286",1,0,0,0,ordinary,ordinary
"8,469",0,0,1,2,ordinary,ordinary
"8,495",1,1,1,0,ordinary,ordinary
"8,496",0,0,0,1,ordinary,ordinary
"10,296",1,0,2,0,ordinary,ordinary
"14,002",0,0,0,1,ordinary,ordinary
"14,006",0,0,0,1,ordinary,ordinary
"10,379",0,0,0,1,ordinary,ordinary
"14,132",0,0,1,2,ordinary,ordinary
"14,183",0,0,1,2,ordinary,ordinary
"14,262",1,0,1,0,ordinary,ordinary
"14,297",0,0,0,1,ordinary,ordinary
"7,654",0,0,0,1,ordinary,ordinary
"10,542",0,0,0,1,ordinary,ordinary
"8,637",0,0,0,1,ordinary,ordinary
"18,378",1,0,3,0,ordinary,ordinary
"10,579",0,0,0,1,ordinary,ordinary
"14,600",1,0,1,0,ordinary,ordinary
"14,749",0,0,0,1,ordinary,ordinary
"14,753",0,0,0,2,ordinary,ordinary
"11,274",5,0,5,4,ordinary,ordinary
"14,565",2,2,2,8,ordinary,ordinary
"7,955",0,0,1,0,ordinary,ordinary
"19,958",1,0,0,0,ordinary,ordinary
"9,221",0,0,1,0,ordinary,ordinary
"16,033",0,0,1,0,ordinary,ordinary
"9,227",0,0,1,0,ordinary,ordinary
"7,965",0,0,1,0,ordinary,ordinary
"11,768",0,0,1,0,ordinary,ordinary
"11,783",1,0,1,0,ordinary,ordinary
"11,798",0,0,2,0,ordinary,ordinary
"16,836",0,0,1,0,ordinary,ordinary
"11,805",0,0,2,0,ordinary,ordinary
"9,257",0,0,1,0,ordinary,ordinary
"11,826",0,0,1,0,ordinary,ordinary
"9,272",0,0,1,0,ordinary,ordinary
"16,639",0,0,1,0,ordinary,ordinary
"11,856",0,0,2,0,ordinary,ordinary
"7,990",0,0,1,0,ordinary,ordinary
"16,281",0,0,1,0,ordinary,ordinary
"9,285",0,0,3,0,ordinary,ordinary
"7,022",0,0,1,0,ordinary,ordinary
"20,103",0,0,3,0,ordinary,ordinary
"9,305",1,0,1,0,ordinary,ordinary
"11,934",0,0,1,0,ordinary,ordinary
"17,166",0,0,1,0,ordinary,ordinary
"16,546",0,0,1,0,ordinary,ordinary
"20,160",0,0,1,0,ordinary,ordinary
"20,165",0,0,1,0,ordinary,ordinary
"15,599",0,0,1,0,ordinary,ordinary
"16,397",0,0,1,0,ordinary,ordinary
"20,179",0,0,1,0,ordinary,ordinary
"6,780",0,0,1,0,ordinary,ordinary
"20,188",0,0,4,0,ordinary,ordinary
"20,195",0,0,2,0,ordinary,ordinary
"9,337",0,0,1,0,ordinary,ordinary
"11,981",0,0,1,0,ordinary,ordinary
"9,340",0,0,1,0,ordinary,ordinary
"6,863",0,0,1,0,ordinary,ordinary
"11,991",0,0,3,0,ordinary,ordinary
"20,227",1,0,1,0,ordinary,ordinary
"11,996",0,0,1,0,ordinary,ordinary
"9,351",0,0,1,0,ordinary,ordinary
"12,013",0,0,1,0,ordinary,ordinary
"12,014",0,0,4,0,ordinary,ordinary
"12,016",0,0,1,0,ordinary,ordinary
"17,612",0,0,6,0,ordinary,ordinary
"12,020",0,0,1,0,ordinary,ordinary
"20,258",0,0,1,0,ordinary,ordinary
"20,270",0,0,1,0,ordinary,ordinary
"12,043",0,0,1,0,ordinary,ordinary
"12,044",0,0,2,0,ordinary,ordinary
"12,055",0,0,1,0,ordinary,ordinary
"12,063",0,0,3,0,ordinary,ordinary
"12,064",0,0,2,0,ordinary,ordinary
"12,065",0,0,1,0,ordinary,ordinary
"12,069",0,0,1,0,ordinary,ordinary
"12,072",0,0,1,0,ordinary,ordinary
"15,883",0,0,2,0,ordinary,ordinary
"12,074",0,0,1,0,ordinary,ordinary
"12,076",0,0,1,0,ordinary,ordinary
"12,083",0,0,1,0,ordinary,ordinary
"16,621",0,0,1,0,ordinary,ordinary
"20,365",0,0,2,0,ordinary,ordinary
"16,308",1,0,1,0,ordinary,ordinary
"12,125",0,0,2,0,ordinary,ordinary
"12,126",0,0,2,0,ordinary,ordinary
"12,135",0,0,4,0,ordinary,ordinary
"20,396",0,0,1,0,ordinary,ordinary
"12,144",0,0,1,0,ordinary,ordinary
"9,423",0,0,1,0,ordinary,ordinary
"20,404",0,0,3,0,ordinary,ordinary
"12,150",0,0,1,0,ordinary,ordinary
"20,412",0,0,1,0,ordinary,ordinary
"8,063",0,0,2,0,ordinary,ordinary
"9,429",1,0,2,0,ordinary,ordinary
"20,427",0,0,1,0,ordinary,ordinary
"12,164",0,0,1,0,ordinary,ordinary
"20,438",1,0,0,0,ordinary,ordinary
"12,171",0,0,2,0,ordinary,ordinary
"12,200",0,0,1,0,ordinary,ordinary
"20,477",0,0,2,0,ordinary,ordinary
"20,488",0,0,1,0,ordinary,ordinary
"20,491",1,0,3,1,ordinary,ordinary
"12,219",0,0,3,0,ordinary,ordinary
"12,239",0,0,1,0,ordinary,ordinary
"8,083",0,0,1,0,ordinary,ordinary
"12,242",0,0,1,0,ordinary,ordinary
"17,371",0,0,2,0,ordinary,ordinary
"15,411",1,0,1,0,ordinary,ordinary
"16,988",1,0,1,1,ordinary,ordinary
"7,045",0,0,1,0,ordinary,ordinary
"12,252",0,1,0,0,ordinary,ordinary
"12,264",0,0,2,0,ordinary,ordinary
"20,537",1,0,1,3,ordinary,ordinary
"12,267",0,0,1,0,ordinary,ordinary
"15,286",1,0,0,0,ordinary,ordinary
"16,915",1,0,1,0,ordinary,ordinary
"12,296",0,0,1,0,ordinary,ordinary
"15,729",0,0,5,1,ordinary,ordinary
"12,307",0,0,2,0,ordinary,ordinary
"20,591",1,0,0,0,ordinary,ordinary
"16,446",1,0,0,0,ordinary,ordinary
"7,049",0,0,1,1,ordinary,ordinary
"9,512",0,0,29,0,ordinary,ordinary
"12,386",0,0,1,0,ordinary,ordinary
"8,123",0,0,1,0,ordinary,ordinary
"12,404",0,0,11,0,ordinary,ordinary
"12,411",0,0,5,0,ordinary,ordinary
"12,415",0,0,2,0,ordinary,ordinary
"12,420",0,0,1,0,ordinary,ordinary
"9,558",0,0,0,2,ordinary,ordinary
"12,422",0,0,1,0,ordinary,ordinary
"17,535",0,0,1,0,ordinary,ordinary
"7,056",0,0,3,0,ordinary,ordinary
"12,444",0,0,4,0,ordinary,ordinary
"20,720",0,0,2,0,ordinary,ordinary
"18,024",0,0,1,0,ordinary,ordinary
"20,768",0,0,1,0,ordinary,ordinary
"11,016",0,0,1,0,ordinary,ordinary
"16,138",0,0,1,0,ordinary,ordinary
"9,603",1,0,3,0,ordinary,ordinary
"15,774",0,2,1,0,ordinary,ordinary
"7,062",0,0,1,0,ordinary,ordinary
"20,817",0,0,2,0,ordinary,ordinary
"20,822",0,0,8,0,ordinary,ordinary
"12,559",0,0,1,0,ordinary,ordinary
"12,614",0,0,1,0,ordinary,ordinary
"12,629",1,0,0,0,ordinary,ordinary
"20,900",0,0,5,0,ordinary,ordinary
"11,205",0,0,5,0,ordinary,ordinary
"16,525",0,0,3,0,ordinary,ordinary
"20,923",1,0,0,0,ordinary,ordinary
"12,652",0,0,1,0,ordinary,ordinary
"20,929",0,0,1,0,ordinary,ordinary
"12,656",0,0,1,0,ordinary,ordinary
"7,442",0,0,1,0,ordinary,ordinary
"12,661",0,0,1,0,ordinary,ordinary
"16,211",0,0,1,0,ordinary,ordinary
"17,867",0,0,1,0,ordinary,ordinary
"9,696",0,0,0,1,ordinary,ordinary
"12,694",0,0,9,0,ordinary,ordinary
"12,695",0,0,1,0,ordinary,ordinary
"17,931",0,0,1,0,ordinary,ordinary
"8,199",0,0,1,0,ordinary,ordinary
"12,718",0,0,1,0,ordinary,ordinary
"9,711",0,0,1,0,ordinary,ordinary
"16,337",0,0,2,0,ordinary,ordinary
"12,732",0,0,2,0,ordinary,ordinary
"9,719",0,1,0,0,ordinary,ordinary
"21,030",0,0,1,0,ordinary,ordinary
"16,442",0,0,1,0,ordinary,ordinary
"12,764",0,0,1,0,ordinary,ordinary
"8,215",0,0,1,0,ordinary,ordinary
"21,056",0,0,2,0,ordinary,ordinary
"21,065",1,0,1,0,ordinary,ordinary
"21,071",0,0,1,0,ordinary,ordinary
"7,460",0,0,1,0,ordinary,ordinary
"12,811",0,0,2,0,ordinary,ordinary
"12,824",0,0,1,0,ordinary,ordinary
"15,448",0,0,1,0,ordinary,ordinary
"12,841",0,0,4,0,ordinary,ordinary
"12,848",0,0,1,0,ordinary,ordinary
"21,157",0,0,1,0,ordinary,ordinary
"8,236",0,0,1,0,ordinary,ordinary
"12,852",0,0,4,0,ordinary,ordinary
"7,469",0,0,2,0,ordinary,ordinary
"12,867",0,0,1,0,ordinary,ordinary
"6,700",0,0,0,3,ordinary,ordinary
"12,879",0,0,1,0,ordinary,ordinary
"12,893",0,0,2,0,ordinary,ordinary
"12,897",0,0,1,0,ordinary,ordinary
"12,899",0,0,1,0,ordinary,ordinary
"12,901",0,0,1,0,ordinary,ordinary
"8,252",0,0,1,0,ordinary,ordinary
"12,916",0,0,2,0,ordinary,ordinary
"12,923",0,0,1,0,ordinary,ordinary
"8,257",0,0,1,0,ordinary,ordinary
"21,258",1,0,9,6,ordinary,ordinary
"12,959",0,0,1,0,ordinary,ordinary
"12,960",0,0,1,0,ordinary,ordinary
"18,328",0,0,1,0,ordinary,ordinary
"12,983",0,0,1,0,ordinary,ordinary
"12,989",0,0,1,0,ordinary,ordinary
"7,485",0,0,1,0,ordinary,ordinary
"12,994",0,0,1,0,ordinary,ordinary
"12,995",0,0,1,0,ordinary,ordinary
"13,008",0,0,1,0,ordinary,ordinary
"13,016",0,0,1,0,ordinary,ordinary
"21,337",0,0,1,0,ordinary,ordinary
"13,027",0,0,1,0,ordinary,ordinary
"13,044",0,0,1,0,ordinary,ordinary
"7,095",0,0,1,0,ordinary,ordinary
"9,875",0,0,4,0,ordinary,ordinary
"21,392",1,0,0,0,ordinary,ordinary
"21,398",0,0,1,0,ordinary,ordinary
"17,926",0,0,1,0,ordinary,ordinary
"8,299",0,0,1,0,ordinary,ordinary
"21,419",0,0,1,0,ordinary,ordinary
"9,919",0,0,1,0,ordinary,ordinary
"17,645",0,0,1,0,ordinary,ordinary
"9,924",0,0,2,0,ordinary,ordinary
"16,612",0,0,3,0,ordinary,ordinary
"11,003",0,0,1,0,ordinary,ordinary
"8,318",0,0,1,0,ordinary,ordinary
"16,613",0,0,1,0,ordinary,ordinary
"21,478",0,0,1,0,ordinary,ordinary
"21,510",0,0,1,0,ordinary,ordinary
"7,518",0,0,1,0,ordinary,ordinary
"13,265",0,0,1,0,ordinary,ordinary
"13,278",0,0,1,0,ordinary,ordinary
"21,551",0,0,1,0,ordinary,ordinary
"13,298",1,0,1,0,ordinary,ordinary
"6,801",0,0,2,0,ordinary,ordinary
"13,316",0,0,1,0,ordinary,ordinary
"8,357",0,0,2,0,ordinary,ordinary
"13,336",0,0,1,0,ordinary,ordinary
"13,343",0,0,1,0,ordinary,ordinary
"10,021",0,0,2,0,ordinary,ordinary
"7,113",0,0,2,0,ordinary,ordinary
"17,129",0,0,2,0,ordinary,ordinary
"13,400",0,0,1,0,ordinary,ordinary
"13,409",0,0,1,0,ordinary,ordinary
"21,644",0,0,4,0,ordinary,ordinary
"21,648",1,0,0,0,ordinary,ordinary
"21,649",1,0,0,1,ordinary,ordinary
"21,656",0,0,1,0,ordinary,ordinary
"17,797",0,0,1,0,ordinary,ordinary
"15,528",0,0,1,0,ordinary,ordinary
"13,453",0,0,1,0,ordinary,ordinary
"7,120",0,0,1,0,ordinary,ordinary
"17,055",0,0,1,0,ordinary,ordinary
"13,466",0,1,1,0,ordinary,ordinary
"7,545",0,0,2,0,ordinary,ordinary
"17,914",1,1,1,2,ordinary,ordinary
"13,483",0,0,1,0,ordinary,ordinary
"13,487",0,0,2,0,ordinary,ordinary
"13,491",1,0,1,0,ordinary,ordinary
"21,718",0,0,1,0,ordinary,ordinary
"13,499",0,0,1,0,ordinary,ordinary
"17,646",0,1,1,0,ordinary,ordinary
"13,530",0,0,6,0,ordinary,ordinary
"13,544",0,0,2,0,ordinary,ordinary
"6,804",0,0,1,1,ordinary,ordinary
"21,770",1,0,1,1,ordinary,ordinary
"18,027",1,0,0,0,ordinary,ordinary
"13,585",0,0,1,0,ordinary,ordinary
"13,595",0,0,1,0,ordinary,ordinary
"13,599",0,1,3,0,ordinary,ordinary
"10,165",1,0,0,0,ordinary,ordinary
"13,632",0,0,5,0,ordinary,ordinary
"13,640",0,0,1,0,ordinary,ordinary
"21,808",0,0,3,0,ordinary,ordinary
"16,673",0,0,1,0,ordinary,ordinary
"21,818",0,0,1,0,ordinary,ordinary
"17,908",1,0,0,0,ordinary,ordinary
"16,591",0,0,2,0,ordinary,ordinary
"7,133",0,0,6,0,ordinary,ordinary
"21,829",0,0,1,0,ordinary,ordinary
"21,833",0,0,1,0,ordinary,ordinary
"13,664",0,0,1,0,ordinary,ordinary
"21,854",0,0,3,0,ordinary,ordinary
"17,405",0,0,2,0,ordinary,ordinary
"13,716",0,0,2,0,ordinary,ordinary
"13,719",0,0,2,0,ordinary,ordinary
"17,047",0,0,1,0,ordinary,ordinary
"13,730",0,6,5,0,ordinary,ordinary
"21,916",0,0,1,0,ordinary,ordinary
"21,924",0,1,0,1,ordinary,ordinary
"13,749",0,0,4,0,ordinary,ordinary
"21,927",0,0,2,0,ordinary,ordinary
"13,784",0,0,1,0,ordinary,ordinary
"21,960",0,0,1,0,ordinary,ordinary
"13,792",1,0,0,0,ordinary,ordinary
"16,361",0,0,1,0,ordinary,ordinary
"15,991",0,0,1,0,ordinary,ordinary
"13,796",1,0,0,0,ordinary,ordinary
"13,809",0,0,2,0,ordinary,ordinary
"13,821",0,0,1,0,ordinary,ordinary
"13,823",0,0,1,0,ordinary,ordinary
"10,265",0,0,2,0,ordinary,ordinary
"22,003",0,0,1,0,ordinary,ordinary
"13,864",0,0,1,0,ordinary,ordinary
"13,867",0,0,2,0,ordinary,ordinary
"7,596",0,0,1,0,ordinary,ordinary
"8,494",0,0,1,0,ordinary,ordinary
"22,058",1,0,0,0,ordinary,ordinary
"22,059",0,0,1,0,ordinary,ordinary
"13,923",0,0,1,0,ordinary,ordinary
"13,925",0,0,6,0,ordinary,ordinary
"10,317",0,0,1,0,ordinary,ordinary
"13,942",0,0,1,0,ordinary,ordinary
"13,946",0,0,1,0,ordinary,ordinary
"10,333",0,2,0,0,ordinary,ordinary
"14,007",0,0,1,0,ordinary,ordinary
"22,144",1,0,0,0,ordinary,ordinary
"14,016",0,0,1,0,ordinary,ordinary
"10,373",0,0,3,0,ordinary,ordinary
"14,062",0,0,2,0,ordinary,ordinary
"15,815",0,0,1,0,ordinary,ordinary
"14,085",0,0,1,0,ordinary,ordinary
"14,087",0,1,2,0,ordinary,ordinary
"16,787",0,0,1,0,ordinary,ordinary
"14,123",0,0,1,0,ordinary,ordinary
"22,256",0,0,1,0,ordinary,ordinary
"6,756",0,0,2,0,ordinary,ordinary
"14,135",0,0,1,0,ordinary,ordinary
"14,136",0,0,1,0,ordinary,ordinary
"14,140",0,0,1,0,ordinary,ordinary
"14,144",0,0,1,0,ordinary,ordinary
"7,164",0,0,1,0,ordinary,ordinary
"14,159",0,0,1,0,ordinary,ordinary
"14,160",0,0,1,0,ordinary,ordinary
"14,162",0,0,1,0,ordinary,ordinary
"7,631",0,0,5,0,ordinary,ordinary
"7,165",0,0,1,0,ordinary,ordinary
"14,178",0,0,1,0,ordinary,ordinary
"14,179",0,0,1,0,ordinary,ordinary
"22,304",1,0,0,0,ordinary,ordinary
"10,442",0,0,1,0,ordinary,ordinary
"8,572",0,0,2,0,ordinary,ordinary
"14,198",0,0,2,0,ordinary,ordinary
"14,204",0,0,2,0,ordinary,ordinary
"8,575",0,0,3,0,ordinary,ordinary
"7,636",0,0,1,0,ordinary,ordinary
"22,332",0,3,9,5,ordinary,ordinary
"14,224",0,0,1,0,ordinary,ordinary
"16,341",0,0,1,0,ordinary,ordinary
"22,343",1,0,1,0,ordinary,ordinary
"8,581",0,0,1,0,ordinary,ordinary
"14,233",0,0,1,0,ordinary,ordinary
"14,240",0,1,0,0,ordinary,ordinary
"14,249",0,0,1,0,ordinary,ordinary
"16,324",0,0,1,0,ordinary,ordinary
"22,381",1,1,2,0,ordinary,ordinary
"22,393",0,0,1,0,ordinary,ordinary
"22,395",0,0,1,0,ordinary,ordinary
"22,396",0,0,2,0,ordinary,ordinary
"22,408",0,0,1,0,ordinary,ordinary
"22,412",0,0,1,0,ordinary,ordinary
"17,019",0,0,1,0,ordinary,ordinary
"14,311",0,0,1,0,ordinary,ordinary
"16,580",0,0,2,0,ordinary,ordinary
"6,936",0,0,3,0,ordinary,ordinary
"16,555",0,0,1,0,ordinary,ordinary
"22,466",1,0,0,1,ordinary,ordinary
"10,519",0,0,1,0,ordinary,ordinary
"14,351",0,0,2,0,ordinary,ordinary
"14,357",0,0,1,0,ordinary,ordinary
"22,488",0,0,1,0,ordinary,ordinary
"14,368",0,0,2,0,ordinary,ordinary
"14,378",0,0,2,0,ordinary,ordinary
"22,508",1,0,2,0,ordinary,ordinary
"10,544",0,0,1,0,ordinary,ordinary
"8,623",0,0,1,0,ordinary,ordinary
"8,628",0,0,1,0,ordinary,ordinary
"22,536",0,0,1,0,ordinary,ordinary
"17,990",0,0,1,0,ordinary,ordinary
"7,668",0,0,1,0,ordinary,ordinary
"22,553",0,0,1,0,ordinary,ordinary
"7,183",0,0,1,0,ordinary,ordinary
"16,585",0,0,1,0,ordinary,ordinary
"16,395",0,0,1,0,ordinary,ordinary
"16,786",0,0,1,0,ordinary,ordinary
"14,499",0,0,1,0,ordinary,ordinary
"7,186",0,0,1,0,ordinary,ordinary
"10,605",0,0,1,0,ordinary,ordinary
"14,520",0,0,1,0,ordinary,ordinary
"14,557",1,0,1,0,ordinary,ordinary
"14,558",1,0,2,0,ordinary,ordinary
"22,631",0,0,1,0,ordinary,ordinary
"14,559",0,0,1,0,ordinary,ordinary
"22,641",0,0,3,0,ordinary,ordinary
"14,571",1,0,0,0,ordinary,ordinary
"22,661",0,0,1,0,ordinary,ordinary
"14,602",0,0,1,0,ordinary,ordinary
"14,614",0,0,1,0,ordinary,ordinary
"6,759",0,0,2,1,ordinary,ordinary
"14,632",0,0,6,0,ordinary,ordinary
"15,428",0,0,4,0,ordinary,ordinary
"15,837",0,0,1,0,ordinary,ordinary
"22,770",1,0,0,2,ordinary,ordinary
"14,738",0,0,14,0,ordinary,ordinary
"14,742",0,0,1,0,ordinary,ordinary
"10,726",0,0,2,0,ordinary,ordinary
"14,765",0,0,3,0,ordinary,ordinary
"10,731",0,1,0,1,ordinary,ordinary
"14,772",0,0,1,0,ordinary,ordinary
"22,815",1,0,0,0,ordinary,ordinary
"14,800",0,0,1,0,ordinary,ordinary
"7,711",0,0,1,0,ordinary,ordinary
"14,822",0,0,4,0,ordinary,ordinary
"22,859",1,0,0,0,ordinary,ordinary
"14,829",0,0,1,0,ordinary,ordinary
"10,771",0,0,2,0,ordinary,ordinary
"8,737",0,0,2,0,ordinary,ordinary
"7,718",3,1,0,5,ordinary,ordinary
"10,780",0,1,0,1,ordinary,ordinary
"16,581",0,0,3,0,ordinary,ordinary
"10,787",0,0,1,0,ordinary,ordinary
"14,880",0,0,1,0,ordinary,ordinary
"22,907",1,0,1,0,ordinary,ordinary
"26,833",0,0,3,0,ordinary,ordinary
"8,748",0,0,1,0,ordinary,ordinary
"24,787",0,0,1,0,ordinary,ordinary
"10,808",0,0,1,0,ordinary,ordinary
"28,666",0,0,2,0,ordinary,ordinary
"10,810",0,0,1,0,ordinary,ordinary
"10,812",0,0,2,0,ordinary,ordinary
"27,499",1,0,0,0,ordinary,ordinary
"26,644",1,0,0,0,ordinary,ordinary
"25,883",0,0,2,0,ordinary,ordinary
"26,909",0,0,1,0,ordinary,ordinary
"26,612",1,0,1,0,ordinary,ordinary
"8,760",0,2,0,0,ordinary,ordinary
"14,947",0,0,4,0,ordinary,ordinary
"22,941",0,0,1,0,ordinary,ordinary
"14,964",0,0,1,0,ordinary,ordinary
"24,877",0,0,1,0,ordinary,ordinary
"14,967",0,0,1,0,ordinary,ordinary
"24,154",0,0,1,0,ordinary,ordinary
"7,732",0,0,1,0,ordinary,ordinary
"23,235",0,0,1,0,ordinary,ordinary
"10,840",0,0,2,0,ordinary,ordinary
"25,024",0,0,1,0,ordinary,ordinary
"25,061",0,0,1,0,ordinary,ordinary
"17,273",0,0,8,0,ordinary,ordinary
"25,878",0,0,1,0,ordinary,ordinary
"14,994",0,0,1,0,ordinary,ordinary
"10,848",0,0,1,0,ordinary,ordinary
"23,114",0,0,2,0,ordinary,ordinary
"18,519",0,0,1,0,ordinary,ordinary
"18,520",0,0,1,0,ordinary,ordinary
"8,779",0,0,6,0,ordinary,ordinary
"24,261",0,0,1,0,ordinary,ordinary
"23,208",0,0,1,0,ordinary,ordinary
"7,743",0,0,1,0,ordinary,ordinary
"25,411",1,0,1,0,ordinary,ordinary
"15,060",0,1,0,0,ordinary,ordinary
"26,761",0,0,1,0,ordinary,ordinary
"17,715",1,0,0,0,ordinary,ordinary
"15,086",1,0,0,0,ordinary,ordinary
"17,973",0,1,0,1,ordinary,ordinary
"24,897",0,0,1,0,ordinary,ordinary
"22,972",0,0,2,0,ordinary,ordinary
"15,099",0,0,1,0,ordinary,ordinary
"23,689",0,0,2,0,ordinary,ordinary
"25,833",0,0,2,0,ordinary,ordinary
"26,096",1,0,0,0,ordinary,ordinary
"26,905",0,0,1,0,ordinary,ordinary
"7,750",0,0,1,0,ordinary,ordinary
"25,965",0,0,1,0,ordinary,ordinary
