"id_user","entropy","class","class2","reputation","accepted_answers"
"31,845",0.6931471806,ordinary,ordinary,23,0
"31,847",5.7392499419,top_5,outstanding,"1,273",10
"31,849",1.0986122887,ordinary,ordinary,6,0
"31,850",0,ordinary,ordinary,8,0
"31,851",0.6365141683,ordinary,ordinary,7,0
"31,852",2.0794415417,top_10_15,outstanding,143,0
"31,854",7.0956467017,top_5,outstanding,912,7
"31,855",0.6931471806,ordinary,ordinary,6,0
"31,856",0,ordinary,ordinary,111,0
"31,857",1.3296613489,top_10_15,outstanding,141,0
"31,858",1.367965652,ordinary,ordinary,130,0
"31,861",0,ordinary,ordinary,131,0
"31,864",0,ordinary,ordinary,116,0
"31,865",2.4036404106,ordinary,ordinary,45,0
"31,867",1.9599202028,ordinary,ordinary,60,0
"31,868",0,ordinary,ordinary,4,0
"31,869",0,ordinary,ordinary,116,0
"31,873",3.5044590282,top_5_10,outstanding,194,0
"31,874",1.0042424731,ordinary,ordinary,108,0
"31,879",0.5623351446,ordinary,ordinary,127,0
"31,880",2.1594692358,ordinary,ordinary,36,0
"31,882",0.6931471806,top_10_15,outstanding,159,0
"31,886",0.6931471806,ordinary,ordinary,11,0
"31,888",1.3296613489,ordinary,ordinary,21,0
"31,889",0.6931471806,ordinary,ordinary,11,0
"31,890",0,ordinary,ordinary,111,0
"31,893",1.9486295057,top_5_10,outstanding,213,0
"31,894",0,ordinary,ordinary,1,0
"31,895",0,ordinary,ordinary,11,0
"31,896",0,ordinary,ordinary,118,0
"31,898",0.6931471806,ordinary,ordinary,113,0
"31,899",0,ordinary,ordinary,121,0
"31,900",0.673011667,top_10_15,outstanding,137,0
"31,901",0.4505612089,top_5_10,outstanding,210,0
"31,903",0,ordinary,ordinary,35,0
"31,904",0,ordinary,ordinary,11,0
"31,906",0,ordinary,ordinary,1,0
"31,907",0,ordinary,ordinary,8,0
"31,908",1.3862943611,top_10_15,outstanding,151,0
"31,911",4.5231327841,top_5,outstanding,568,2
"31,914",0.6931471806,ordinary,ordinary,8,0
"31,915",1.0986122887,ordinary,ordinary,113,0
"31,918",0.6365141683,ordinary,ordinary,30,0
"31,925",4.86048337,top_5_10,outstanding,189,0
"31,926",0,ordinary,ordinary,31,0
"31,927",0.6931471806,ordinary,ordinary,101,0
"31,928",8.8381379439,top_5,outstanding,944,5
"31,930",0.6931471806,ordinary,ordinary,101,0
"31,936",0,ordinary,ordinary,101,0
"31,937",0,ordinary,ordinary,1,0
"31,938",0,ordinary,ordinary,21,0
"31,939",0,ordinary,ordinary,41,0
"31,940",0.6931471806,ordinary,ordinary,81,0
"31,942",0,ordinary,ordinary,38,0
"31,944",0,ordinary,ordinary,101,0
"31,948",3.0969636059,top_5_10,outstanding,291,0
"31,949",0.5623351446,ordinary,ordinary,8,0
"31,952",0,ordinary,ordinary,19,0
"31,953",0.6931471806,ordinary,ordinary,13,0
"31,954",0,ordinary,ordinary,16,0
"31,956",0,ordinary,ordinary,13,0
"31,960",0.6931471806,ordinary,ordinary,104,0
"31,962",0,ordinary,ordinary,21,0
"31,963",0,ordinary,ordinary,101,0
"31,966",0.6931471806,ordinary,ordinary,1,0
"31,968",0,ordinary,ordinary,103,0
"31,969",0,ordinary,ordinary,11,0
"31,970",2.4141153845,ordinary,ordinary,86,0
"31,972",0,ordinary,ordinary,2,0
"31,975",1.8866967847,ordinary,ordinary,108,0
"31,977",6.7553889743,top_5_10,outstanding,296,1
"31,978",0.6931471806,ordinary,ordinary,4,0
"31,979",0,ordinary,ordinary,106,0
"31,980",0,ordinary,ordinary,4,0
"31,981",0,ordinary,ordinary,108,0
"31,983",0,ordinary,ordinary,48,0
"31,984",0.6931471806,ordinary,ordinary,124,0
"31,986",0,ordinary,ordinary,16,0
"31,988",1.2770342595,ordinary,ordinary,18,0
"31,990",0.9743147529,ordinary,ordinary,28,0
"31,991",1.9452827371,ordinary,ordinary,32,0
"31,992",1.3862943611,ordinary,ordinary,7,0
"31,994",5.2678202538,ordinary,ordinary,124,0
"31,995",5.0786548628,top_5_10,outstanding,209,0
"31,996",3.7276930435,top_5_10,outstanding,313,0
"31,998",0,ordinary,ordinary,23,0
"31,999",1.3862943611,top_10_15,outstanding,148,0
"32,002",0.6931471806,ordinary,ordinary,41,0
"32,003",0.6931471806,ordinary,ordinary,10,0
"32,004",0.6931471806,top_10_15,outstanding,148,0
"32,005",0,ordinary,ordinary,118,0
"32,006",0,ordinary,ordinary,11,0
"32,007",0,ordinary,ordinary,111,0
"32,008",4.6573847064,top_5,outstanding,450,1
"32,009",0,top_5_10,outstanding,193,0
"32,010",1.7084636157,top_5_10,outstanding,195,0
"32,012",0.6931471806,ordinary,ordinary,6,0
"32,014",1.0986122887,ordinary,ordinary,1,0
"32,015",3.208628842,top_5,outstanding,350,3
"32,018",0.6931471806,ordinary,ordinary,4,0
"32,020",0,ordinary,ordinary,108,0
"32,023",3.1789866732,top_5_10,outstanding,171,0
"32,025",0,ordinary,ordinary,8,0
"32,027",0.6931471806,ordinary,ordinary,21,0
"32,033",0,ordinary,ordinary,131,0
"32,036",0.6931471806,ordinary,ordinary,101,0
"32,037",4.7414967324,top_5_10,outstanding,304,1
"32,039",0,ordinary,ordinary,38,0
"32,041",0.5146531654,ordinary,ordinary,76,0
"32,043",0.6931471806,ordinary,ordinary,6,0
"32,044",1.0397207708,ordinary,ordinary,36,0
"32,045",0,ordinary,ordinary,1,0
"32,051",0,ordinary,ordinary,6,0
"32,052",4.6927344718,top_5,outstanding,335,0
"32,055",0,ordinary,ordinary,21,0
"32,057",0,ordinary,ordinary,1,0
"32,059",0,ordinary,ordinary,31,0
"32,060",7.2303256021,top_5,outstanding,773,2
"32,061",0.6931471806,ordinary,ordinary,118,0
"32,062",0.6931471806,top_5_10,outstanding,194,1
"32,063",1.735126457,ordinary,ordinary,101,0
"32,064",0,top_10_15,outstanding,138,0
"32,065",0.6931471806,ordinary,ordinary,131,0
"32,067",1.3862943611,ordinary,ordinary,131,0
"32,070",0.6931471806,ordinary,ordinary,36,1
"32,073",12.0097606018,top_5,outstanding,"6,516",77
"32,075",0.6931471806,ordinary,ordinary,16,0
"32,078",2.6962475205,top_10_15,outstanding,147,0
"32,080",0.9509636324,top_5_10,outstanding,248,1
"32,082",12.3012109429,top_5,outstanding,"24,262",165
"32,087",0.6931471806,ordinary,ordinary,31,0
"32,088",0.6931471806,ordinary,ordinary,77,0
"32,092",0.6365141683,top_10_15,outstanding,155,0
"32,095",0,ordinary,ordinary,1,0
"32,097",0.6931471806,ordinary,ordinary,101,0
"32,098",0.6931471806,ordinary,ordinary,101,0
"32,099",0,ordinary,ordinary,6,0
"32,100",0,ordinary,ordinary,51,0
"32,101",6.4370817899,top_5,outstanding,343,2
"32,104",0,ordinary,ordinary,38,0
"32,107",0,ordinary,ordinary,101,0
"32,109",0,ordinary,ordinary,128,0
"32,110",0,ordinary,ordinary,43,0
"32,111",0.6931471806,ordinary,ordinary,1,0
"32,112",5.4756082369,top_5,outstanding,359,0
"32,113",0,ordinary,ordinary,13,0
"32,115",3.4116205819,top_5_10,outstanding,306,1
"32,116",0,ordinary,ordinary,6,0
"32,117",1.560710409,ordinary,ordinary,121,0
"32,118",0,top_10_15,outstanding,164,0
"32,119",0,ordinary,ordinary,118,0
"32,121",1.0986122887,ordinary,ordinary,26,0
"32,122",1.0397207708,ordinary,ordinary,50,0
"32,125",0.6931471806,ordinary,ordinary,3,0
"32,128",0.6931471806,ordinary,ordinary,4,0
"32,129",0,ordinary,ordinary,4,0
"32,130",0,ordinary,ordinary,24,0
"32,132",0,ordinary,ordinary,103,0
"32,133",0.5623351446,top_5_10,outstanding,176,0
"32,135",0.6931471806,ordinary,ordinary,21,0
"32,139",0,ordinary,ordinary,101,0
"32,142",10.020157403,top_5,outstanding,"4,468",47
"32,143",10.4734581874,top_5,outstanding,"16,229",125
"32,144",0.6931471806,ordinary,ordinary,16,0
"32,145",0,ordinary,ordinary,6,0
"32,146",0,top_10_15,outstanding,140,0
"32,147",0.8675632285,top_10_15,outstanding,157,0
"32,148",2.7197488492,top_5_10,outstanding,173,0
"32,149",0,ordinary,ordinary,1,0
"32,151",3.6400467119,top_5_10,outstanding,247,1
"32,154",0.6931471806,ordinary,ordinary,23,0
"32,155",0,ordinary,ordinary,7,0
"32,157",0.6931471806,ordinary,ordinary,11,0
"32,158",1.3862943611,ordinary,ordinary,115,0
"32,159",0.6931471806,ordinary,ordinary,2,0
"32,160",0,ordinary,ordinary,11,0
"32,162",0.6931471806,ordinary,ordinary,11,0
"32,164",0,ordinary,ordinary,1,0
"32,165",1.0986122887,ordinary,ordinary,16,0
"32,166",0,ordinary,ordinary,103,0
"32,167",0,ordinary,ordinary,11,0
"32,168",0,ordinary,ordinary,51,0
"32,170",1.0397207708,ordinary,ordinary,17,0
"32,173",2.0794415417,ordinary,ordinary,130,0
"32,177",0.6931471806,ordinary,ordinary,108,0
"32,178",0.6931471806,ordinary,ordinary,21,0
"32,179",8.0287472729,top_5,outstanding,968,1
"32,184",0.6931471806,ordinary,ordinary,8,0
"32,187",0,ordinary,ordinary,11,0
"32,189",5.5987354586,top_5,outstanding,363,2
"32,190",0.6931471806,top_5_10,outstanding,198,0
"32,191",0,ordinary,ordinary,16,0
"32,192",6.310449131,top_5_10,outstanding,297,0
"32,194",2.48955786,ordinary,ordinary,121,0
"32,196",0.6931471806,ordinary,ordinary,106,0
"32,198",10.7848969045,top_5,outstanding,"4,251",60
"32,200",5.0016624658,top_5_10,outstanding,183,1
"32,202",0,ordinary,ordinary,11,0
"32,205",1.0397207708,ordinary,ordinary,46,0
"32,206",0,ordinary,ordinary,111,0
"32,207",0.6931471806,ordinary,ordinary,1,0
"32,209",0,ordinary,ordinary,113,0
"32,210",0,ordinary,ordinary,126,0
"32,211",1.0986122887,ordinary,ordinary,104,0
"32,212",2.3868142627,top_5_10,outstanding,317,0
"32,213",0.6365141683,ordinary,ordinary,18,0
"32,217",0,ordinary,ordinary,6,0
"32,220",0.6931471806,top_10_15,outstanding,140,0
"32,221",0.6931471806,ordinary,ordinary,16,0
"32,222",0.673011667,top_5_10,outstanding,238,0
"32,223",0,ordinary,ordinary,111,0
"32,224",2.8698622699,ordinary,ordinary,113,0
"32,226",0.6931471806,ordinary,ordinary,118,0
"32,227",0,ordinary,ordinary,13,0
"32,228",0,ordinary,ordinary,1,0
"32,231",0,ordinary,ordinary,50,0
"32,234",0,ordinary,ordinary,1,0
"32,236",0,ordinary,ordinary,103,0
"32,237",0,ordinary,ordinary,61,0
"32,238",1.7657002317,ordinary,ordinary,110,0
"32,240",5.7774305489,top_5,outstanding,351,0
"32,241",2.691332021,ordinary,ordinary,41,0
"32,242",0,ordinary,ordinary,6,0
"32,243",0,ordinary,ordinary,21,0
"32,245",0,ordinary,ordinary,106,0
"32,247",0,ordinary,ordinary,6,0
"32,248",1.3862943611,ordinary,ordinary,111,0
"32,249",0,ordinary,ordinary,31,0
"32,250",0.6931471806,ordinary,ordinary,13,0
"32,252",0.6931471806,ordinary,ordinary,8,0
"32,254",0.6829081047,ordinary,ordinary,118,0
"32,255",0,ordinary,ordinary,1,0
"32,256",0.6931471806,ordinary,ordinary,101,0
"32,257",12.1138581465,top_5,outstanding,"29,094",239
"32,258",0,ordinary,ordinary,11,0
"32,259",0.6931471806,ordinary,ordinary,123,0
"32,261",0,ordinary,ordinary,101,0
"32,262",0,ordinary,ordinary,13,0
"32,263",0,ordinary,ordinary,121,0
"32,266",0,ordinary,ordinary,18,0
"32,267",11.5597628415,top_5,outstanding,"3,800",23
"32,268",0.918427785,ordinary,ordinary,125,0
"32,270",2.0794415417,top_10_15,outstanding,165,1
"32,271",0,ordinary,ordinary,121,0
"32,272",1.3517839943,ordinary,ordinary,34,0
"32,273",0.6931471806,ordinary,ordinary,106,0
"32,274",2.5249204969,top_5_10,outstanding,182,1
"32,276",5.092053012,top_5,outstanding,380,0
"32,277",0,ordinary,ordinary,1,0
"32,278",0,ordinary,ordinary,11,0
"32,280",0,ordinary,ordinary,11,0
"32,281",1.8391424217,ordinary,ordinary,101,2
"32,282",1.2730283366,ordinary,ordinary,113,0
"32,283",1.3321790402,ordinary,ordinary,111,0
"32,285",0.6931471806,ordinary,ordinary,6,0
"32,286",0,ordinary,ordinary,1,0
"32,289",0,ordinary,ordinary,28,0
"32,292",0.6931471806,ordinary,ordinary,6,0
"32,293",0,ordinary,ordinary,11,0
"32,294",0,ordinary,ordinary,4,0
"32,295",0,ordinary,ordinary,121,0
"32,297",0,ordinary,ordinary,99,0
"32,298",0,ordinary,ordinary,8,0
"32,300",0.6931471806,ordinary,ordinary,116,0
"32,301",0,ordinary,ordinary,23,0
"32,303",0,top_10_15,outstanding,161,0
"32,306",2.0449311748,ordinary,ordinary,42,0
"32,308",0,ordinary,ordinary,101,0
"32,309",8.9895607066,top_5,outstanding,339,1
"32,313",2.0150771742,ordinary,ordinary,121,0
"32,314",3.1224351512,top_10_15,outstanding,157,0
"32,319",3.6787781005,ordinary,ordinary,101,0
"32,320",5.9944727487,top_5,outstanding,532,3
"32,323",2.302585093,top_10_15,outstanding,156,1
"32,324",0.6931471806,ordinary,ordinary,8,0
"32,325",1.7328679514,ordinary,ordinary,21,0
"32,326",0,ordinary,ordinary,39,0
"32,328",4.1582983065,top_5_10,outstanding,268,0
"32,330",0,ordinary,ordinary,106,0
"32,331",0.6931471806,ordinary,ordinary,108,0
"32,332",1.9486295057,top_10_15,outstanding,141,0
"32,334",0.9724514629,ordinary,ordinary,46,0
"32,340",0.6931471806,ordinary,ordinary,11,0
"32,343",0.6931471806,top_10_15,outstanding,141,0
"32,344",0.6931471806,ordinary,ordinary,118,0
"32,345",0,ordinary,ordinary,1,0
"32,346",0.6931471806,ordinary,ordinary,6,0
"32,347",0.6931471806,ordinary,ordinary,128,0
"32,348",1.7917594692,ordinary,ordinary,23,0
"32,349",0,ordinary,ordinary,111,0
"32,350",3.0989995434,top_5_10,outstanding,224,0
"32,351",2.3322926079,top_10_15,outstanding,163,0
"32,353",2.1383330595,top_5_10,outstanding,168,1
"32,355",0.6931471806,ordinary,ordinary,31,0
"32,359",0,ordinary,ordinary,4,0
"32,361",0,ordinary,ordinary,13,0
"32,362",0,ordinary,ordinary,18,0
"32,363",0,ordinary,ordinary,9,0
"32,366",0,ordinary,ordinary,7,0
"32,367",0,ordinary,ordinary,101,0
"32,368",6.9848607953,top_5,outstanding,631,4
"32,369",0,ordinary,ordinary,103,0
"32,370",0,ordinary,ordinary,1,0
"32,371",3.7408709362,top_5_10,outstanding,173,0
"32,372",3.4508920189,ordinary,ordinary,28,0
"32,374",0,ordinary,ordinary,111,0
"32,375",0.6931471806,ordinary,ordinary,31,0
"32,380",0.9433483923,ordinary,ordinary,108,0
"32,383",0,ordinary,ordinary,6,0
"32,385",5.8900643561,top_5,outstanding,375,4
"32,388",0.6931471806,ordinary,ordinary,26,0
"32,389",0,ordinary,ordinary,6,0
"32,390",0,ordinary,ordinary,2,0
"32,391",0,ordinary,ordinary,1,0
"32,392",1.3208883431,ordinary,ordinary,125,0
"32,393",0.6931471806,ordinary,ordinary,1,0
"32,395",0,ordinary,ordinary,28,0
"32,400",7.4811688827,top_5,outstanding,"1,628",6
"32,401",0.6365141683,ordinary,ordinary,28,0
"32,402",0.6931471806,ordinary,ordinary,6,0
"32,403",0,ordinary,ordinary,11,0
"32,404",0,ordinary,ordinary,1,0
"32,405",0,ordinary,ordinary,6,0
"32,407",0,ordinary,ordinary,106,0
"32,408",0,ordinary,ordinary,103,0
"32,409",0.6931471806,ordinary,ordinary,13,0
"32,410",0.6829081047,ordinary,ordinary,46,1
"32,414",0,ordinary,ordinary,23,0
"32,415",0,ordinary,ordinary,4,0
"32,416",0,top_10_15,outstanding,151,0
"32,417",8.6225352911,top_5,outstanding,"1,390",2
"32,419",0,ordinary,ordinary,8,0
"32,421",0.6931471806,ordinary,ordinary,6,0
"32,422",0.6931471806,ordinary,ordinary,16,0
"32,424",1.3862943611,top_10_15,outstanding,155,0
"32,427",5.6304142718,top_5,outstanding,499,3
"32,428",0,ordinary,ordinary,55,0
"32,429",1.8731188227,ordinary,ordinary,93,0
"32,432",0,ordinary,ordinary,34,0
"32,433",0,ordinary,ordinary,11,0
"32,434",0.6931471806,ordinary,ordinary,11,0
"32,435",0,ordinary,ordinary,6,0
"32,436",0,ordinary,ordinary,13,0
"32,437",0,ordinary,ordinary,125,0
"32,438",0.6931471806,ordinary,ordinary,16,0
"32,440",0,ordinary,ordinary,83,0
"32,441",0.6931471806,ordinary,ordinary,118,0
"32,442",0,ordinary,ordinary,21,0
"32,443",4.7442411251,top_5,outstanding,332,0
"32,444",0,top_10_15,outstanding,163,0
"32,445",0,ordinary,ordinary,101,0
"32,446",0,top_10_15,outstanding,138,0
"32,447",2.553100588,top_5_10,outstanding,245,2
"32,449",0,ordinary,ordinary,6,0
"32,450",0.6931471806,ordinary,ordinary,11,0
"32,451",0.6931471806,ordinary,ordinary,19,0
"32,452",3.7092952817,top_5,outstanding,"1,436",1
"32,454",0.6931471806,ordinary,ordinary,1,0
"32,455",2.9903214224,ordinary,ordinary,116,0
"32,456",0,ordinary,ordinary,108,0
"32,457",3.9774471351,top_5,outstanding,455,1
"32,458",0.6931471806,ordinary,ordinary,101,0
"32,459",0.6931471806,ordinary,ordinary,36,0
"32,462",4.7281648218,ordinary,ordinary,115,1
"32,464",2.0687280727,ordinary,ordinary,42,0
"32,465",1.3862943611,top_5_10,outstanding,213,0
"32,469",5.1890771715,top_5,outstanding,606,1
"32,470",0,top_10_15,outstanding,148,0
"32,471",0,ordinary,ordinary,11,0
"32,474",0,ordinary,ordinary,18,0
"32,476",0.6931471806,ordinary,ordinary,104,0
"32,477",2.5419350584,top_5_10,outstanding,202,0
"32,478",9.2008619055,top_5,outstanding,"1,309",8
"32,480",1.1988493129,ordinary,ordinary,10,0
"32,481",0,ordinary,ordinary,21,0
"32,482",1.0397207708,ordinary,ordinary,25,0
"32,486",0,ordinary,ordinary,116,0
"32,487",3.6895572279,top_5_10,outstanding,171,0
"32,488",0.6931471806,ordinary,ordinary,1,0
"32,491",3.1714377064,top_5_10,outstanding,232,0
"32,495",0.6931471806,ordinary,ordinary,16,0
"32,496",1.3862943611,ordinary,ordinary,11,0
"32,498",0.6931471806,ordinary,ordinary,16,0
"32,502",10.9210896569,top_5,outstanding,"3,730",23
"32,503",1.7876215271,ordinary,ordinary,125,0
"32,504",0,ordinary,ordinary,8,0
"32,505",0,ordinary,ordinary,11,0
"32,506",0.6931471806,ordinary,ordinary,11,0
"32,508",0.6931471806,ordinary,ordinary,13,0
"32,509",0,ordinary,ordinary,49,0
"32,511",1.445588199,ordinary,ordinary,37,1
"32,513",0.6931471806,ordinary,ordinary,51,0
"32,514",0,ordinary,ordinary,11,0
"32,515",0.6931471806,ordinary,ordinary,53,0
"32,516",1.3862943611,ordinary,ordinary,46,0
"32,519",0,ordinary,ordinary,16,0
"32,520",0,ordinary,ordinary,28,0
"32,522",2.4412145291,top_10_15,outstanding,148,0
"32,523",0,ordinary,ordinary,21,0
"32,524",0,ordinary,ordinary,16,0
"32,527",0.6931471806,ordinary,ordinary,81,0
"32,528",0.6931471806,ordinary,ordinary,70,0
"32,529",0,ordinary,ordinary,11,0
"32,530",0.6931471806,ordinary,ordinary,18,0
"32,531",0,top_10_15,outstanding,136,1
"32,532",0,ordinary,ordinary,113,0
"32,534",2.6462441761,top_5,outstanding,508,0
"32,537",1.7306175948,top_5_10,outstanding,173,0
"32,541",0,ordinary,ordinary,3,0
"32,542",0.6365141683,ordinary,ordinary,1,0
"32,543",0,ordinary,ordinary,106,0
"32,544",0,ordinary,ordinary,113,0
"32,545",0,ordinary,ordinary,11,0
"32,546",0,ordinary,ordinary,13,0
"32,547",0,ordinary,ordinary,101,0
"32,550",0,ordinary,ordinary,6,0
"32,551",0,ordinary,ordinary,13,0
"32,552",0.6931471806,ordinary,ordinary,9,0
"32,553",0.6931471806,top_5_10,outstanding,194,0
"32,554",0,ordinary,ordinary,108,0
"32,555",0,ordinary,ordinary,11,0
"32,556",0,ordinary,ordinary,6,0
"32,557",0.6931471806,ordinary,ordinary,113,0
"32,560",0,ordinary,ordinary,8,0
"32,561",0.6931471806,ordinary,ordinary,121,0
"32,562",10.130069255,top_5,outstanding,"2,785",38
"32,564",0,ordinary,ordinary,16,0
"32,565",0.6931471806,ordinary,ordinary,101,0
"32,566",1.1988493129,ordinary,ordinary,72,0
"32,567",9.5980694078,top_5,outstanding,"1,239",4
"32,568",1.6581101036,top_5_10,outstanding,204,0
"32,570",0,ordinary,ordinary,3,0
"32,571",0,ordinary,ordinary,1,0
"32,572",2.0449311748,ordinary,ordinary,46,1
"32,573",0.9347698979,ordinary,ordinary,46,0
"32,574",0,ordinary,ordinary,121,0
"32,575",0.6931471806,ordinary,ordinary,6,0
"32,576",0.6931471806,ordinary,ordinary,8,0
"32,577",0.6931471806,ordinary,ordinary,1,0
"32,578",0,ordinary,ordinary,101,0
"32,580",0,ordinary,ordinary,1,0
"32,583",0,ordinary,ordinary,1,0
"32,585",0,ordinary,ordinary,11,0
"32,588",0.6931471806,ordinary,ordinary,18,0
"32,589",0.6931471806,ordinary,ordinary,113,0
"32,590",1.0296530141,ordinary,ordinary,121,0
"32,594",11.5236086446,top_5,outstanding,"6,743",52
"32,597",0.6931471806,ordinary,ordinary,86,0
"32,599",0,ordinary,ordinary,6,0
"32,601",0.6931471806,ordinary,ordinary,83,0
"32,602",1.0986122887,ordinary,ordinary,123,0
"32,603",0.6931471806,ordinary,ordinary,8,0
"32,605",0,ordinary,ordinary,11,0
"32,606",7.0221213128,top_5,outstanding,692,4
"32,608",0.6931471806,ordinary,ordinary,39,0
"32,610",1.3862943611,ordinary,ordinary,16,0
"32,611",1.0368263468,ordinary,ordinary,91,0
"32,612",0.6931471806,ordinary,ordinary,21,0
"32,614",10.7834853148,top_5,outstanding,"2,497",22
"32,616",0,ordinary,ordinary,18,0
"32,618",0,ordinary,ordinary,21,0
"32,620",0,ordinary,ordinary,11,0
"32,621",6.6801107253,top_5,outstanding,421,3
"32,625",1.3862943611,ordinary,ordinary,101,0
"32,626",0,ordinary,ordinary,23,0
"32,627",4.4986921018,top_5,outstanding,479,5
"32,628",1.3862943611,ordinary,ordinary,129,0
"32,629",0,ordinary,ordinary,11,0
"32,630",0.6365141683,ordinary,ordinary,118,0
"32,631",2.6727336845,top_5_10,outstanding,189,1
"32,636",0.6931471806,ordinary,ordinary,6,0
"32,637",0.6931471806,ordinary,ordinary,6,0
"32,639",0.6931471806,ordinary,ordinary,23,0
"32,640",0.6931471806,ordinary,ordinary,1,0
"32,642",0,ordinary,ordinary,113,0
"32,643",10.57574061,top_5,outstanding,"7,876",70
"32,644",0,ordinary,ordinary,23,0
"32,646",0,top_10_15,outstanding,161,0
"32,647",0,top_5_10,outstanding,171,0
"32,648",5.7751922988,top_5,outstanding,"1,058",3
"32,649",1.3345749052,ordinary,ordinary,17,0
"32,653",0.6931471806,ordinary,ordinary,106,0
"32,654",0.6931471806,ordinary,ordinary,31,0
"32,656",1.0986122887,ordinary,ordinary,101,0
"32,660",0.6931471806,ordinary,ordinary,101,0
"32,661",0,ordinary,ordinary,101,0
"32,665",0,ordinary,ordinary,101,0
"32,667",0.6931471806,ordinary,ordinary,46,1
"32,669",0.6931471806,ordinary,ordinary,1,0
"32,673",0,top_5_10,outstanding,179,0
"32,677",1.0397207708,ordinary,ordinary,36,0
"32,678",2.1438201433,ordinary,ordinary,63,0
"32,679",0.6931471806,ordinary,ordinary,1,0
"32,680",11.5728772952,top_5,outstanding,"4,487",34
"32,681",0,top_5_10,outstanding,218,0
"32,682",2.426015132,ordinary,ordinary,83,0
"32,683",0,ordinary,ordinary,1,0
"32,684",2.0794415417,ordinary,ordinary,131,0
"32,686",6.2349936372,top_10_15,outstanding,133,2
"32,688",0,ordinary,ordinary,11,0
"32,690",0.6931471806,ordinary,ordinary,111,0
"32,691",0,ordinary,ordinary,101,0
"32,692",0.6931471806,ordinary,ordinary,21,0
"32,693",2.180291272,ordinary,ordinary,128,0
"32,694",4.5795475886,ordinary,ordinary,127,0
"32,695",0.6931471806,ordinary,ordinary,1,0
"32,697",0.6931471806,ordinary,ordinary,6,0
"32,698",0.964962923,ordinary,ordinary,12,0
"32,699",0,ordinary,ordinary,6,0
"32,701",0.6931471806,ordinary,ordinary,16,0
"32,703",0.6931471806,top_10_15,outstanding,156,0
"32,704",0,ordinary,ordinary,111,0
"32,705",1.591439452,ordinary,ordinary,30,0
"32,706",0,ordinary,ordinary,36,0
"32,707",8.2944110055,top_5_10,outstanding,280,2
"32,711",0.6931471806,ordinary,ordinary,1,0
"32,712",0,ordinary,ordinary,6,0
"32,713",0,ordinary,ordinary,11,0
"32,714",0.6931471806,top_5_10,outstanding,199,0
"32,715",0,ordinary,ordinary,11,0
"32,716",0.6931471806,ordinary,ordinary,16,1
"32,722",0,ordinary,ordinary,6,0
"32,724",3.253071915,top_5,outstanding,345,4
"32,725",0.6931471806,ordinary,ordinary,6,0
"32,726",0,ordinary,ordinary,116,0
"32,727",0.6931471806,ordinary,ordinary,101,0
"32,729",0,ordinary,ordinary,1,0
"32,730",0,ordinary,ordinary,6,0
"32,732",0.6931471806,top_10_15,outstanding,134,1
"32,733",1.0397207708,ordinary,ordinary,118,0
"32,735",0,ordinary,ordinary,16,0
"32,737",0.6931471806,ordinary,ordinary,6,0
"32,741",0,ordinary,ordinary,118,0
"32,744",0,ordinary,ordinary,8,0
"32,745",0,ordinary,ordinary,46,1
"32,746",0.6931471806,ordinary,ordinary,13,0
"32,747",0,top_10_15,outstanding,154,1
"32,748",1.054920168,ordinary,ordinary,73,0
"32,750",2.6618403891,top_5_10,outstanding,176,0
"32,751",0,ordinary,ordinary,8,0
"32,755",3.4019263575,top_10_15,outstanding,159,0
"32,757",0,ordinary,ordinary,16,0
"32,758",0,ordinary,ordinary,6,0
"32,759",6.4693310248,top_5,outstanding,558,3
"32,761",0,ordinary,ordinary,1,0
"32,763",0,ordinary,ordinary,101,0
"32,766",0,ordinary,ordinary,8,0
"32,768",0,ordinary,ordinary,108,0
"32,769",0,ordinary,ordinary,101,0
"32,770",0,top_5_10,outstanding,170,0
"32,771",1.3862943611,ordinary,ordinary,42,0
"32,772",0,ordinary,ordinary,36,1
"32,773",3.6409605097,ordinary,ordinary,131,0
"32,774",2.6411978621,ordinary,ordinary,53,0
"32,775",0,ordinary,ordinary,1,0
"32,776",0,ordinary,ordinary,3,0
"32,778",0.6931471806,ordinary,ordinary,6,0
"32,779",0,ordinary,ordinary,108,0
"32,780",0,ordinary,ordinary,36,0
"32,782",3.4558940467,top_5_10,outstanding,204,0
"32,786",0.8239592165,ordinary,ordinary,22,0
"32,788",0,ordinary,ordinary,101,0
"32,790",0,ordinary,ordinary,31,0
"32,791",0,ordinary,ordinary,1,0
"32,792",0,ordinary,ordinary,11,0
"32,794",0.6931471806,ordinary,ordinary,116,0
"32,795",0.6931471806,ordinary,ordinary,11,0
"32,796",2.3300966169,top_5_10,outstanding,261,1
"32,797",0,ordinary,ordinary,6,0
"32,798",0.6931471806,ordinary,ordinary,36,0
"32,802",0.6931471806,top_10_15,outstanding,136,0
"32,803",0,top_10_15,outstanding,156,0
"32,805",4.4445609866,top_10_15,outstanding,159,0
"32,806",1.0397207708,ordinary,ordinary,85,1
"32,810",1.0986122887,ordinary,ordinary,48,1
"32,811",0.6931471806,ordinary,ordinary,1,0
"32,812",0.6931471806,ordinary,ordinary,108,0
"32,813",0.6365141683,ordinary,ordinary,11,0
"32,814",0,ordinary,ordinary,118,0
"32,816",0.6931471806,ordinary,ordinary,127,0
"32,817",0.9110175397,ordinary,ordinary,118,0
